source_root_id,analysis_body_id,LN_instance,LN_type,analysis_hemisphere,neuropil,orn_synapses_in_hemisphere,pn_synapses_in_hemisphere,all_output_synapses_in_hemisphere,primary_flywire_name,comparison_name,recommended_match_group,hemibrain_type_names,hemibrain_family_names,all_names,cell_type,hemibrain_type,top_nt,top_nt_conf,known_nt,known_nt_source,comparison_LN_class
720575940621551854,7205759406215518542,lLN2T_e_R,lLN2T_e,R,AL_R,743,2887,14142,lLN2T_e,lLN2T_e,lLN2T,lLN2T_e,lLN2T,AL local neuron;ALLN;lLN2T_e,,lLN2T_e,serotonin,0.3227453613794822,,,lLN2T
720575940614113682,7205759406141136821,vLN25_L,vLN25,L,AL_L,471,518,3573,vLN25,vLN25,vLN25,vLN25,vLN25,AL local neuron;ALLN;ALv2;glutamate;right;vLN25,,vLN25,glutamate,0.4178577356124644,,,vLN25
720575940631704716,7205759406317047162,lLN1_bc_R,lLN1_bc,R,AL_R,238,1760,8671,lLN1_bc,lLN1_b,lLN1,lLN1_b;lLN1_c,lLN1,AL local neuron;ALLN;ALl1_dorsal;lLN1_b;lLN1_bc;lLN1_c;left,lLN1_bc,"lLN1_b,lLN1_c",acetylcholine,0.2849678626842067,,,lLN1
720575940624323342,7205759406243233421,CB2661_L,CB2661,L,AL_L,10,127,458,CB2661,CB2661,CB2661,,,AL local neuron;ALLN;ALv2;CB2661;glutamate;left,CB2661,,glutamate,0.4913833896112471,,,CB2661
720575940624323342,7205759406243233422,CB2661_R,CB2661,R,AL_R,31,52,339,CB2661,CB2661,CB2661,,,AL local neuron;ALLN;ALv2;CB2661;glutamate;left,CB2661,,glutamate,0.4913833896112471,,,CB2661
720575940617918603,7205759406179186031,v2LNX01_L,v2LNX01,L,AL_L,38,355,2270,v2LNX01,v2LNX01,v2LNX01,,,AL local neuron;ALLN;ALv2;glutamate;right;v2LNX01,v2LNX01,,glutamate,0.5308292831755751,,,v2LNX01
720575940640415859,7205759406404158592,lLN2X07_R,lLN2X07,R,AL_R,534,800,5196,lLN2X07,lLN2X07,lLN2X07,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X07;left,lLN2X07,,acetylcholine,0.4606171495385129,,,lLN2X07
720575940627737365,7205759406277373651,lLN2X10_L,lLN2X10,L,AL_L,503,1361,7092,lLN2X10,lLN2X10,lLN2X10,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X10;right,lLN2X10,,acetylcholine,0.4717928547936066,,,lLN2X10
720575940621832001,7205759406218320012,CB1285_R,CB1285,R,AL_R,10,125,686,CB1285,CB1285,CB1285,,,AL local neuron;ALLN;CB1285,CB1285,,gaba,0.6447517206214063,,,CB1285
720575940621061285,7205759406210612851,vLN24_L,vLN24,L,AL_L,514,344,5345,vLN24,vLN24,vLN24,vLN24,vLN24,AL local neuron;ALLN;vLN24,,vLN24,glutamate,0.3342534622098851,,,vLN24
720575940633189145,7205759406331891451,CB1285_L,CB1285,L,AL_L,5,74,500,CB1285,CB1285,CB1285,,,AL local neuron;ALLN;CB1285,CB1285,,gaba,0.3921675177644634,,,CB1285
720575940617140765,7205759406171407651,CB1824_L,CB1824,L,AL_L,43,62,528,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.5598835021553071,,,CB1824
720575940632803212,7205759406328032122,CB1141_R,CB1141,R,AL_R,47,133,738,CB1141,CB1141,CB1141,,,AL local neuron;ALLN;CB1141,CB1141,,gaba,0.51137749767142,,,CB1141
720575940618681168,7205759406186811681,CB1285_L,CB1285,L,AL_L,2,82,534,CB1285,CB1285,CB1285,,,AL local neuron;ALLN;CB1285,CB1285,,gaba,0.6620361464739397,,,CB1285
720575940659844225,7205759406598442251,CB1141_L,CB1141,L,AL_L,8,71,618,CB1141,CB1141,CB1141,,,AL local neuron;ALLN;CB1141,CB1141,,gaba,0.6757841465556393,,,CB1141
720575940606267659,7205759406062676591,v2LN40_2_L,v2LN40_2,L,AL_L,333,408,1715,v2LN40_2,v2LN40_2,v2LN40_2,,,AL local neuron;ALLN;ALv2;glutamate;right;v2LN40_2,v2LN40_2,,glutamate,0.4322819586636843,,,v2LN40_2
720575940630575375,7205759406305753751,CB1285_L,CB1285,L,AL_L,1,110,570,CB1285,CB1285,CB1285,,,AL local neuron;ALLN;CB1285,CB1285,,gaba,0.6556468557280527,,,CB1285
720575940623930211,7205759406239302111,CB1141_L,CB1141,L,AL_L,10,61,448,CB1141,CB1141,CB1141,,,AL local neuron;ALLN;CB1141,CB1141,,gaba,0.5730883451857431,,,CB1141
720575940615071795,7205759406150717951,v2LN46b_L,v2LN46b,L,AL_L,1,18,80,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;left;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.5648825843653247,,,v2LN46
720575940615071795,7205759406150717952,v2LN46b_R,v2LN46b,R,AL_R,95,124,516,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;left;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.5648825843653247,,,v2LN46
720575940620755126,7205759406207551261,CB1824_L,CB1824,L,AL_L,43,206,807,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.6075119465058717,,,CB1824
720575940619954112,7205759406199541122,CB1285_R,CB1285,R,AL_R,16,115,595,CB1285,CB1285,CB1285,,,AL local neuron;ALLN;CB1285,CB1285,,gaba,0.5174472441454527,,,CB1285
720575940636110222,7205759406361102221,CB2822_L,CB2822,L,AL_L,34,69,838,CB2822,CB2822,CB2822,,,AL local neuron;ALLN;CB2822,CB2822,,gaba,0.5079778870067638,,,CB2822
720575940642343565,7205759406423435651,lLN8_L,lLN8,L,AL_L,81,708,2457,lLN8,lLN8,lLN8,lLN8,lLN8,AL local neuron;ALLN;ALl1_dorsal;lLN8;left,,lLN8,gaba,0.7728720862872979,,,lLN8
720575940642343565,7205759406423435652,lLN8_R,lLN8,R,AL_R,220,571,2009,lLN8,lLN8,lLN8,lLN8,lLN8,AL local neuron;ALLN;ALl1_dorsal;lLN8;left,,lLN8,gaba,0.7728720862872979,,,lLN8
720575940618158672,7205759406181586721,CB1824_L,CB1824,L,AL_L,24,88,566,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.641091452808606,,,CB1824
720575940623540477,7205759406235404771,CB1824_L,CB1824,L,AL_L,37,69,699,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.573799677435798,,,CB1824
720575940624422643,7205759406244226432,CB2845_R,CB2845,R,AL_R,24,185,723,CB2845,CB2845,CB2845,,,AL local neuron;ALLN;CB2845,CB2845,,acetylcholine,0.4316530589252871,,,CB2845
720575940637846947,7205759406378469472,CB1285_R,CB1285,R,AL_R,14,92,437,CB1285,CB1285,CB1285,,,AL local neuron;ALLN;CB1285,CB1285,,gaba,0.4813119301286983,,,CB1285
720575940613167845,7205759406131678451,CB1824_L,CB1824,L,AL_L,38,169,1102,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.4439112525135154,,,CB1824
720575940606756785,7205759406067567851,v2LN46a_L,v2LN46a,L,AL_L,2,76,285,v2LN46a,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;left;v2LN46;v2LN46a,v2LN46a,v2LN46,glutamate,0.6938454101721945,,,v2LN46
720575940606756785,7205759406067567852,v2LN46a_R,v2LN46a,R,AL_R,17,97,609,v2LN46a,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;left;v2LN46;v2LN46a,v2LN46a,v2LN46,glutamate,0.6938454101721945,,,v2LN46
720575940642015477,7205759406420154772,v2LN41a_R,v2LN41a,R,AL_R,4,289,2042,v2LN41a,v2LN41,v2LN41,v2LN41,v2LN41,AL local neuron;ALLN;ALv2;left;v2LN41;v2LN41a,v2LN41a,v2LN41,acetylcholine,0.3455642029312194,,,v2LN41
720575940640060112,7205759406400601121,CB2471_L,CB2471,L,AL_L,66,97,662,CB2471,CB2471,CB2471,,,AL local neuron;ALLN;CB2471,CB2471,,acetylcholine,0.3537882848751856,,,CB2471
720575940640060112,7205759406400601122,CB2471_R,CB2471,R,AL_R,1,37,192,CB2471,CB2471,CB2471,,,AL local neuron;ALLN;CB2471,CB2471,,acetylcholine,0.3537882848751856,,,CB2471
720575940650581881,7205759406505818811,CB2908_L,CB2908,L,AL_L,57,294,1246,CB2908,CB2908,CB2908,,,ALLN;CB2908,CB2908,,gaba,0.5608432344223045,,,CB2908
720575940640258613,7205759406402586132,CB1824_R,CB1824,R,AL_R,29,156,899,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.6005615237464692,,,CB1824
720575940646037783,7205759406460377831,v2LN47_L,v2LN47,L,AL_L,24,65,373,v2LN47,v2LN47,v2LN47,v2LN47,v2LN47,AL local neuron;ALLN;ALv2;glutamate;right;v2LN47,,v2LN47,glutamate,0.6184462817657631,,,v2LN47
720575940621612765,7205759406216127652,v2LN47_R,v2LN47,R,AL_R,36,67,397,v2LN47,v2LN47,v2LN47,v2LN47,v2LN47,AL local neuron;ALLN;ALv2;glutamate;left;v2LN47,,v2LN47,glutamate,0.6702240381797083,,,v2LN47
720575940623136717,7205759406231367171,lLN2X12_L,lLN2X12,L,AL_L,756,1336,7965,lLN2X12,lLN2X12,lLN2X12,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X12;right,lLN2X12,,acetylcholine,0.2784012274175437,,,lLN2X12
720575940641621645,7205759406416216452,lLN13_R,lLN13,R,AL_R,16,269,1664,lLN13,lLN13,lLN13,lLN13,lLN13,AL local neuron;ALLN;lLN13,,lLN13,gaba,0.5160882279862982,,,lLN13
720575940637510121,7205759406375101211,CB1141_L,CB1141,L,AL_L,11,76,603,CB1141,CB1141,CB1141,,,AL local neuron;ALLN;CB1141,CB1141,,gaba,0.428902650673083,,,CB1141
720575940618259766,7205759406182597661,CB2845_L,CB2845,L,AL_L,47,144,663,CB2845,CB2845,CB2845,,,AL local neuron;ALLN;CB2845,CB2845,,acetylcholine,0.3995435716871526,,,CB2845
720575940614054802,7205759406140548022,l2LN22_R,l2LN22,R,AL_R,1,353,2070,l2LN22,l2LN22,l2LN22,l2LN22,l2LN22,AL local neuron;ALLN;l2LN22,,l2LN22,gaba,0.355195666135193,,,l2LN22
720575940625772828,7205759406257728281,CB3007_L,CB3007,L,AL_L,19,203,1222,CB3007,CB3007,CB3007,,,AL local neuron;ALLN;CB3007,CB3007,,gaba,0.5894966731077305,,,CB3007
720575940626518302,7205759406265183021,CB2908_L,CB2908,L,AL_L,47,247,1162,CB2908,CB2908,CB2908,,,AL local neuron;ALLN;CB2908,CB2908,,gaba,0.2808452785860095,,,CB2908
720575940622811400,7205759406228114002,CB2822_R,CB2822,R,AL_R,15,146,912,CB2822,CB2822,CB2822,,,AL local neuron;ALLN;CB2822,CB2822,,gaba,0.5449602751602651,,,CB2822
720575940624645818,7205759406246458182,CB1824_R,CB1824,R,AL_R,39,116,742,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.5208506597595999,,,CB1824
720575940628142352,7205759406281423522,CB2908_R,CB2908,R,AL_R,83,378,1379,CB2908,CB2908,CB2908,,,AL local neuron;ALLN;CB2908,CB2908,,gaba,0.4751122735673742,,,CB2908
720575940629942343,7205759406299423431,CB1013_L,CB1013,L,AL_L,35,77,659,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;right,CB1013,,glutamate,0.4049187502502178,,,CB1013
720575940628251907,7205759406282519072,CB1546_R,CB1546,R,AL_R,23,385,1695,CB1546,CB1546,CB1546,,,AL local neuron;ALLN;CB1546,CB1546,,gaba,0.5156200344470707,,,CB1546
720575940616198587,7205759406161985872,CB2471_R,CB2471,R,AL_R,92,174,1091,CB2471,CB2471,CB2471,,,AL local neuron;ALLN;CB2471,CB2471,,gaba,0.336166302872166,,,CB2471
720575940626579593,7205759406265795932,CB2845_R,CB2845,R,AL_R,36,125,554,CB2845,CB2845,CB2845,,,AL local neuron;ALLN;CB2845,CB2845,,gaba,0.3145157106111577,,,CB2845
720575940623526985,7205759406235269852,v2LN47_R,v2LN47,R,AL_R,39,66,378,v2LN47,v2LN47,v2LN47,v2LN47,v2LN47,AL local neuron;ALLN;ALv2;left;serotonin;v2LN47,,v2LN47,glutamate,0.6456623026667049,,,v2LN47
720575940618911901,7205759406189119011,v2LN46a_L,v2LN46a,L,AL_L,43,135,656,v2LN46a,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;right;v2LN46;v2LN46a,v2LN46a,v2LN46,glutamate,0.6581381963421606,,,v2LN46
720575940629324791,7205759406293247912,CB1824_R,CB1824,R,AL_R,21,83,585,CB1824,CB1824,CB1824,,,AL local neuron;ALLN;CB1824,CB1824,,gaba,0.4929229636615432,,,CB1824
720575940627405052,7205759406274050521,v2LN34E_L,v2LN34E,L,AL_L,4,32,326,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;left;v2LN34E,,v2LN34E,glutamate,0.3548337409191947,,,v2LN34E
720575940627405052,7205759406274050522,v2LN34E_R,v2LN34E,R,AL_R,10,59,582,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;left;v2LN34E,,v2LN34E,glutamate,0.3548337409191947,,,v2LN34E
720575940604568521,7205759406045685212,lLN13_R,lLN13,R,AL_R,24,354,1567,lLN13,lLN13,lLN13,lLN13,lLN13,AL local neuron;ALLN;lLN13,,lLN13,gaba,0.5390336474688124,,,lLN13
720575940630723384,7205759406307233841,CB1473_L,CB1473,L,AL_L,30,279,1218,CB1473,CB1473,CB1473,,,AL local neuron;ALLN;CB1473,CB1473,,gaba,0.3916755291200077,,,CB1473
720575940621681321,7205759406216813212,CB3007_R,CB3007,R,AL_R,13,136,1031,CB3007,CB3007,CB3007,,,AL local neuron;ALLN;CB3007,CB3007,,gaba,0.4961583986577322,,,CB3007
720575940616892061,7205759406168920611,CB3007_L,CB3007,L,AL_L,11,223,1435,CB3007,CB3007,CB3007,,,AL local neuron;ALLN;CB3007,CB3007,,gaba,0.5778210138726858,,,CB3007
720575940632094415,7205759406320944151,CB3172_L,CB3172,L,AL_L,4,72,708,CB3172,CB3172,CB3172,,,AL local neuron;ALLN;ALv2;CB3172;right,CB3172,,glutamate,0.6795285788839709,,,CB3172
720575940632094415,7205759406320944152,CB3172_R,CB3172,R,AL_R,1,72,686,CB3172,CB3172,CB3172,,,AL local neuron;ALLN;ALv2;CB3172;right,CB3172,,glutamate,0.6795285788839709,,,CB3172
720575940624549820,7205759406245498201,CB1668_L,CB1668,L,AL_L,17,97,352,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;glutamate;left,CB1668,,glutamate,0.5031653289306242,,,CB1668
720575940624549820,7205759406245498202,CB1668_R,CB1668,R,AL_R,59,176,585,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;glutamate;left,CB1668,,glutamate,0.5031653289306242,,,CB1668
720575940638844504,7205759406388445042,CB2471_R,CB2471,R,AL_R,94,199,1027,CB2471,CB2471,CB2471,,,AL local neuron;ALLN;CB2471,CB2471,,gaba,0.4269771769954512,,,CB2471
720575940637845934,7205759406378459341,CB1013_L,CB1013,L,AL_L,22,78,573,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;glutamate;right,CB1013,,glutamate,0.3902311720489352,,,CB1013
720575940637845934,7205759406378459342,CB1013_R,CB1013,R,AL_R,1,73,355,CB1013,CB1013,CB1013,,,AL local neuron;ALLN;ALv2;CB1013;glutamate;right,CB1013,,glutamate,0.3902311720489352,,,CB1013
720575940605305777,7205759406053057772,CB3202_R,CB3202,R,AL_R,61,458,1435,CB3202,CB3202,CB3202,,,AL local neuron;ALLN;CB3202,CB3202,,gaba,0.5002870071495064,,,CB3202
720575940631978956,7205759406319789562,CB2471_R,CB2471,R,AL_R,108,223,1139,CB2471,CB2471,CB2471,,,AL local neuron;ALLN;CB2471,CB2471,,gaba,0.4275286639088988,,,CB2471
720575940633286068,7205759406332860681,v2LN47_L,v2LN47,L,AL_L,71,103,450,v2LN47,v2LN47,v2LN47,v2LN47,v2LN47,AL local neuron;ALLN;ALv2;right;v2LN47,,v2LN47,glutamate,0.551704848872354,,,v2LN47
720575940633286068,7205759406332860682,v2LN47_R,v2LN47,R,AL_R,1,29,135,v2LN47,v2LN47,v2LN47,v2LN47,v2LN47,AL local neuron;ALLN;ALv2;right;v2LN47,,v2LN47,glutamate,0.551704848872354,,,v2LN47
720575940628326417,7205759406283264172,CB1546_R,CB1546,R,AL_R,90,508,2119,CB1546,CB1546,CB1546,,,AL local neuron;ALLN;CB1546,CB1546,,gaba,0.5397009253230851,,,CB1546
720575940629068741,7205759406290687411,v2LN46b_L,v2LN46b,L,AL_L,1,29,82,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;left;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.574895603850015,,,v2LN46
720575940629068741,7205759406290687412,v2LN46b_R,v2LN46b,R,AL_R,99,111,596,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;left;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.574895603850015,,,v2LN46
720575940613970147,7205759406139701471,v2LN46b_L,v2LN46b,L,AL_L,122,140,589,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;right;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.641844993045367,,,v2LN46
720575940613970147,7205759406139701472,v2LN46b_R,v2LN46b,R,AL_R,2,53,201,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;right;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.641844993045367,,,v2LN46
720575940626815826,7205759406268158262,v2LN42b_R,v2LN42b,R,AL_R,39,169,992,v2LN42b,v2LN42,v2LN42,v2LN42,v2LN42,AL local neuron;ALLN;ALv2;glutamate;left;v2LN42;v2LN42b,v2LN42b,v2LN42,glutamate,0.7312525830319284,,,v2LN42
720575940622961802,7205759406229618021,CB1132_L,CB1132,L,AL_L,29,454,1849,CB1132,CB1132,CB1132,,,AL local neuron;ALLN;CB1132,CB1132,,gaba,0.5503556103124586,,,CB1132
720575940629912428,7205759406299124281,CB3202_L,CB3202,L,AL_L,50,493,1482,CB3202,CB3202,CB3202,,,AL local neuron;ALLN;CB3202,CB3202,,gaba,0.6062797664615587,,,CB3202
720575940630080763,7205759406300807631,lLN13_L,lLN13,L,AL_L,4,431,1864,lLN13,lLN13,lLN13,lLN13,lLN13,AL local neuron;ALLN;lLN13,,lLN13,gaba,0.5841650638940303,,,lLN13
720575940634385247,7205759406343852472,CB3007_R,CB3007,R,AL_R,18,277,1326,CB3007,CB3007,CB3007,,,AL local neuron;ALLN;ALl1_dorsal;CB3007;left,CB3007,,gaba,0.5034891009600183,,,CB3007
720575940628573519,7205759406285735192,vLN25_R,vLN25,R,AL_R,978,515,3611,vLN25,vLN25,vLN25,vLN25,vLN25,vLN25,,vLN25,glutamate,0.5684355295241185,,,vLN25
720575940640020944,7205759406400209442,CB1546_R,CB1546,R,AL_R,29,548,1850,CB1546,CB1546,CB1546,,,AL local neuron;ALLN;CB1546,CB1546,,gaba,0.5556076463888863,,,CB1546
720575940624361230,7205759406243612301,v2LN42a_L,v2LN42a,L,AL_L,1,84,604,v2LN42a,v2LN42,v2LN42,v2LN42,v2LN42,AL local neuron;ALLN;ALv2;glutamate;left;v2LN42;v2LN42a,v2LN42a,v2LN42,glutamate,0.6343177918070451,,,v2LN42
720575940624361230,7205759406243612302,v2LN42a_R,v2LN42a,R,AL_R,25,109,837,v2LN42a,v2LN42,v2LN42,v2LN42,v2LN42,AL local neuron;ALLN;ALv2;glutamate;left;v2LN42;v2LN42a,v2LN42a,v2LN42,glutamate,0.6343177918070451,,,v2LN42
720575940629409580,7205759406294095801,CB3202_L,CB3202,L,AL_L,39,464,1472,CB3202,CB3202,CB3202,,,AL local neuron;ALLN;CB3202,CB3202,,gaba,0.5847149148363453,,,CB3202
720575940617544193,7205759406175441932,CB1686_R,CB1686,R,AL_R,73,456,1415,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,gaba,0.4747974075986745,,,CB1686
720575940624069012,7205759406240690122,CB2571_R,CB2571,R,AL_R,8,179,1550,CB2571,CB2571,CB2571,,,AL local neuron;ALLN;ALv2;CB2571;left,CB2571,,glutamate,0.5054719649820627,,,CB2571
720575940622626303,7205759406226263032,lLN9_R,lLN9,R,AL_R,22,98,355,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,acetylcholine,0.4209897620568873,,,lLN9
720575940621416572,7205759406214165721,lLN9_L,lLN9,L,AL_L,2,43,236,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,gaba,0.4418791768243684,,,lLN9
720575940621416572,7205759406214165722,lLN9_R,lLN9,R,AL_R,40,68,365,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,gaba,0.4418791768243684,,,lLN9
720575940625642517,7205759406256425172,v2LN42c_R,v2LN42c,R,AL_R,61,253,1438,v2LN42c,v2LN42,v2LN42,v2LN42,v2LN42,AL local neuron;ALLN;ALv2;glutamate;left;v2LN42;v2LN42c,v2LN42c,v2LN42,glutamate,0.6968017981899377,,,v2LN42
720575940606745266,7205759406067452661,CB1473_L,CB1473,L,AL_L,49,432,1448,CB1473,CB1473,CB1473,,,AL local neuron;ALLN;CB1473,CB1473,,gaba,0.4412975512084807,,,CB1473
720575940612305506,7205759406123055061,CB1686_L,CB1686,L,AL_L,59,371,1232,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,gaba,0.4274331217089215,,,CB1686
720575940643869988,7205759406438699881,CB2345_L,CB2345,L,AL_L,2,90,803,CB2345,CB2345,CB2345,,,AL local neuron;ALLN;ALv2;CB2345;right,CB2345,,glutamate,0.4731592253480289,,,CB2345
720575940638731427,7205759406387314272,lLN13_R,lLN13,R,AL_R,25,316,1638,lLN13,lLN13,lLN13,lLN13,lLN13,AL local neuron;ALLN;lLN13,,lLN13,gaba,0.497487481038343,,,lLN13
720575940617327590,7205759406173275902,CB3172_R,CB3172,R,AL_R,8,93,842,CB3172,CB3172,CB3172,,,AL local neuron;ALLN;ALv2;CB3172;left,CB3172,,glutamate,0.5934215227748284,,,CB3172
720575940607685700,7205759406076857001,CB2661_L,CB2661,L,AL_L,74,78,293,CB2661,CB2661,CB2661,,,AL local neuron;ALLN;ALv2;CB2661;glutamate;right,CB2661,,glutamate,0.5481848505586334,,,CB2661
720575940607685700,7205759406076857002,CB2661_R,CB2661,R,AL_R,11,71,380,CB2661,CB2661,CB2661,,,AL local neuron;ALLN;ALv2;CB2661;glutamate;right,CB2661,,glutamate,0.5481848505586334,,,CB2661
720575940605101758,7205759406051017581,CB1668_L,CB1668,L,AL_L,59,125,555,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;glutamate;right,CB1668,,glutamate,0.4332517011015527,,,CB1668
720575940605101758,7205759406051017582,CB1668_R,CB1668,R,AL_R,18,83,391,CB1668,CB1668,CB1668,,,AL local neuron;ALLN;ALv2;CB1668;glutamate;right,CB1668,,glutamate,0.4332517011015527,,,CB1668
720575940623118519,7205759406231185191,v2LN47_L,v2LN47,L,AL_L,72,63,368,v2LN47,v2LN47,v2LN47,v2LN47,v2LN47,AL local neuron;ALLN;ALv2;right;v2LN47,,v2LN47,glutamate,0.7165759856997339,,,v2LN47
720575940633277364,7205759406332773641,CB2527_L,CB2527,L,AL_L,33,72,1047,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;right,CB2527,,glutamate,0.3495510295315,,,CB2527
720575940633277364,7205759406332773642,CB2527_R,CB2527,R,AL_R,5,47,477,CB2527,CB2527,CB2527,,,AL local neuron;ALLN;ALv2;CB2527;right,CB2527,,glutamate,0.3495510295315,,,CB2527
720575940635180956,7205759406351809562,v2LN34E_R,v2LN34E,R,AL_R,4,80,720,v2LN34E,v2LN34E,v2LN34E,v2LN34E,v2LN34E,AL local neuron;ALLN;ALv2;glutamate;left;v2LN34E,,v2LN34E,glutamate,0.7713847442260361,,,v2LN34E
720575940627014641,7205759406270146411,lLN9_L,lLN9,L,AL_L,40,116,596,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,acetylcholine,0.3797315732469351,,,lLN9
720575940614871336,7205759406148713361,CB2504_L,CB2504,L,AL_L,57,85,452,CB2504,CB2504,CB2504,,,AL local neuron;ALLN;CB2504,CB2504,,gaba,0.4216813878367966,,,CB2504
720575940614871336,7205759406148713362,CB2504_R,CB2504,R,AL_R,2,63,196,CB2504,CB2504,CB2504,,,AL local neuron;ALLN;CB2504,CB2504,,gaba,0.4216813878367966,,,CB2504
720575940604008160,7205759406040081602,CB1686_R,CB1686,R,AL_R,49,435,1377,CB1686,CB1686,CB1686,,,AL local neuron;ALLN;CB1686,CB1686,,gaba,0.5018128082111661,,,CB1686
720575940635689829,7205759406356898292,CB2504_R,CB2504,R,AL_R,38,123,751,CB2504,CB2504,CB2504,,,AL local neuron;ALLN;CB2504,CB2504,,glutamate,0.3506331527883192,,,CB2504
720575940641592795,7205759406415927951,lLN2X06_L,lLN2X06,L,AL_L,550,746,6185,lLN2X06,lLN2X06,lLN2X06,,,AL local neuron;ALLN;ALl1_dorsal;lLN2X06;right,lLN2X06,,acetylcholine,0.3724291887455628,,,lLN2X06
720575940644743790,7205759406447437901,CB3417_L,CB3417,L,AL_L,2,25,293,CB3417,CB3417,CB3417,,,AL local neuron;ALLN;ALv2;CB3417;glutamate;left,CB3417,,glutamate,0.5245717323755822,,,CB3417
720575940621343838,7205759406213438382,CB1132_R,CB1132,R,AL_R,22,403,1731,CB1132,CB1132,CB1132,,,AL local neuron;ALLN;CB1132,CB1132,,gaba,0.5166212030361972,,,CB1132
720575940628933275,7205759406289332752,CB2345_R,CB2345,R,AL_R,1,84,854,CB2345,CB2345,CB2345,,,AL local neuron;ALLN;ALv2;CB2345;glutamate;left,CB2345,,glutamate,0.6568764383324928,,,CB2345
720575940634364311,7205759406343643112,CB3202_R,CB3202,R,AL_R,66,362,1251,CB3202,CB3202,CB3202,,,AL local neuron;ALLN;CB3202,CB3202,,gaba,0.5375706132204726,,,CB3202
720575940620311718,7205759406203117181,v2LN46b_L,v2LN46b,L,AL_L,177,111,639,v2LN46b,v2LN46,v2LN46,v2LN46,v2LN46,AL local neuron;ALLN;ALv2;glutamate;right;v2LN46;v2LN46b,v2LN46b,v2LN46,glutamate,0.6151015376685555,,,v2LN46
720575940623183763,7205759406231837631,CB3007_L,CB3007,L,AL_L,15,144,1077,CB3007,CB3007,CB3007,,,AL local neuron;ALLN;CB3007,CB3007,,gaba,0.5550261261366415,,,CB3007
720575940627173636,7205759406271736361,lLN9_L,lLN9,L,AL_L,49,282,1424,lLN9,lLN9,lLN9,lLN9,lLN9,AL local neuron;ALLN;lLN9,,lLN9,gaba,0.3939307235328132,,,lLN9
